Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Bwd Avg Bulk Rate,Subflow Fwd Packets,Label
11:22:40,9154349,90858,28,7269572.0,0.0,3634786.0,3634786.0,3634786.0,0.0,0.0,0.0,0.0,0.0,,,12812.395910196574,209.9051587990212,15674.0,12706.0,9154349.0,12812.43059387843,209.9465295818024,15674.0,12706.0,8487477.0,314351.0,1147262.6944003915,5975703.0,0.0,0,0,0,0,-488,0,3921291653.491632,3.0629067444440787,3634786.0,3634786.0,3634786.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5452179.0,3634786.0,0.0,0,90858,1
11:22:41,4095495,7494,9,10953456.0,304.0,5470772.0,5470704.0,5470749.333333333,35.11504900561391,100.0,0.0,60.8,41.6076915966267,,,442706.52222222224,917370.4183332225,2644656.0,18038.0,3751224.0,764595.2,1223594.160219932,2644725.0,18039.0,2970939.0,806697.0,1544795.9347491958,2970874.0,1.0,1,0,0,0,-1087160332860,280,5973123672.430771,4.585071426067065,5470704.0,5470804.0,5470757.666666667,35.632807491088464,1269.6969696969695,0,1,1,0,0,2,0,0,0.0,8205525.745454545,5470749.333333333,60.8,0,7494,1
11:22:42,23855,7574,0,11088352.0,0.0,5536816.0,5536816.0,5536816.0,0.0,0.0,0.0,0.0,0.0,,,22755.666666666668,469.77609333375005,23749.0,22550.0,23855.0,22755.666666666668,469.77609333375005,23749.0,22550.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-720521136366,0,5715955750.669994,0.0,5536816.0,5536816.0,5536816.0,0.0,0.0,0,0,0,0,0,3,2,0,0.0,8303936.0,5536816.0,0.0,0,7574,1
11:22:43,379220,7582,5,11094240.0,0.0,5536816.0,5536816.0,5536816.0,0.0,0.0,0.0,0.0,0.0,,,198542.5761904762,254367.56721921824,378885.0,18715.0,19699.0,18915.07619047619,353.4439560791965,19486.0,18711.0,682.0,342.0,478.0041840821061,680.0,4.0,0,0,0,0,-671637323378,160,5821730796.554773,3764.973828739493,5536816.0,5536816.0,5536816.0,0.0,0.0,0,0,0,0,0,2,2,0,5.0,8303445.333333333,5536816.0,0.0,0,7582,1
11:22:44,1555940,7418,4,10841248.0,0.0,5382352.0,5382352.0,5382352.0,0.0,0.0,0.0,0.0,0.0,,,192063.60113960112,337963.07531896036,796569.0,21614.0,1555940.0,326446.97891737893,418729.80730243376,796680.0,21614.0,750218.0,250072.66666666672,433135.9661749799,750215.0,1.0,0,0,0,0,-235921679628,120,5680164165.378084,2.645829874461987,5382352.0,5382352.0,5382352.0,0.0,0.0,0,1,0,0,0,1,0,0,0.0,8069637.714285715,5382352.0,0.0,0,7418,1
11:22:45,24850,7502,0,10984400.0,0.0,5468648.0,5468648.0,5468648.0,0.0,0.0,0.0,0.0,0.0,,,21636.666666666668,2723.4009981091776,24765.0,20044.0,24850.0,21636.666666666668,2723.4009981091776,24765.0,20044.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1088222336484,0,5747210415.873878,0.0,5468648.0,5468648.0,5468648.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,8197084.0,5468648.0,0.0,0,7502,1
11:22:46,24468,7638,6,11178826.0,2146.0,5527693.0,5527296.0,5527395.25,183.77528980485147,1073.0,0.0,357.66666666666663,554.0948173974077,,,19002.761904761905,1998.9983694929724,22577.0,17885.0,24468.0,19138.190476190477,2123.1841521133347,22577.0,17885.0,1735.0,347.0,618.2543974772844,1428.0,1.0,0,0,0,0,-729023940224,208,6034554887.616048,2921.1295034079844,5527296.0,5528369.0,5527492.0,381.8784398956595,145831.14285714287,0,0,0,0,1,0,0,0,0.0,8282348.0,5527395.25,357.66666666666674,0,7638,1
11:22:47,28435,7544,6,11026326.0,2146.0,5491083.0,5490712.0,5490804.75,171.7396285078083,1073.0,0.0,357.66666666666663,554.0948173974077,,,19799.98901098901,2362.2778823734675,27078.0,18964.0,28435.0,20366.428571428572,3101.0414323552473,27078.0,18964.0,8260.0,1652.0,3502.615165843944,7912.0,1.0,0,0,0,0,-365573585864,208,5978982231.355455,698.4053078803398,5490712.0,5491785.0,5490904.533333333,380.028545293765,144421.69523809524,0,0,0,0,1,3,2,0,0.0,8232962.285714285,5490804.75,357.66666666666674,0,7544,1
11:22:48,856887,7592,10,11099184.0,4290.0,5535936.0,5535472.0,5535617.333333333,215.334552956486,1073.0,0.0,536.25,573.2754884994523,,,64915.94736842105,194948.34235814554,854749.0,18294.0,856779.0,96639.84848484848,254516.8941634099,854643.0,18295.0,829513.0,118502.71428571428,312913.80425963644,828124.0,1.0,0,0,0,0,-825731271591,312,5970213625.044515,18358.265776292566,5535472.0,5536545.0,5535759.333333333,426.07374166138567,181538.83333333328,0,0,0,0,2,0,0,0,1.0,8300197.7,5535617.333333333,536.25,0,7592,1
11:22:49,9120919,93063,94,10642944.0,0.0,5306752.0,5306752.0,5306752.0,0.0,0.0,0.0,0.0,0.0,,,17449.944236143456,3972.4960360248006,25540.0,15165.0,9120919.0,17450.06032452848,3972.6368158336973,25540.0,15165.0,8660659.0,93125.36559139787,107117.48118292168,499591.0,0.0,0,0,0,0,-537733469971,0,5765162521.4229,10.331383522828126,5306752.0,5306752.0,5306752.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,7958104.0,5306752.0,0.0,0,93063,1
