Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Bwd Avg Bulk Rate,Subflow Fwd Packets,Label
13:04:47,40694755,5,0,1500.0,0.0,300.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,36.85978696763256,0.1228659565587752,10173688.75,3593932.1932063373,14671724.0,6369775.0,40694755.0,10173688.75,3593932.1932063373,14671724.0,6369775.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1062718892,0,0.1228659565587752,0.0,300.0,300.0,300.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,360.0,300.0,0.0,0,5,0
13:04:48,113871580,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4566547684681287,2232776.078431374,4066474.834693832,9806952.0,1.0,113871580.0,2232776.078431374,4066474.834693832,9806952.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4566547684681288,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,52,0
13:04:53,112936309,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3453273827109048,2972008.1315789474,4436270.330729444,9869393.0,1.0,112936309.0,2972008.1315789474,4436270.330729444,9869393.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3453273827109048,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,39,0
13:04:54,24944828,8,6,37.0,0.0,31.0,0.0,4.625,10.662852740773856,0.0,0.0,0.0,0.0,1.4832734064151494,0.5612385862111376,1918832.9230769232,3831658.710013991,10010175.0,1.0,24944828.0,3563546.8571428573,4764246.315473883,10030828.0,1.0,20061598.0,4012319.6,5494092.153797505,10031272.0,1.0,0,0,0,0,160,192,0.3207077635492215,0.2405308226619161,0.0,31.0,2.5333333333333337,7.8909230554268275,62.26666666666666,0,0,0,0,0,1,0,0,0.0,2.7142857142857144,4.625,0.0,0,8,0
13:05:13,118293371,48,58,2880.0,68724.0,720.0,172.0,256.2222222222222,152.59956288624343,3715.0,435.0,1848.625,1105.975022321933,50558.660230363705,708.1353629599367,1483298.4184738954,9202169.687527245,59143917.0,11.0,118165675.0,3403813.4571428574,13924028.208245384,59016692.0,13.0,117997217.0,2510591.8085106383,12029155.915503727,59003943.0,14.0,1,0,0,0,992,1168,365.0423461894919,343.0930167704448,172.0,3715.0,1113.873949579832,1210.0785975924289,1150398.7831932765,0,0,1,0,1,1,0,0,5.0,1193.404761904762,256.22222222222223,1848.625,0,48,0
13:05:18,117101485,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024752162622019,10645589.545454549,17934753.226058487,47112570.0,2.0,117101485.0,10645589.545454549,17934753.226058487,47112570.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1024752162622019,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,0
13:05:19,172,8,2,93.0,0.0,62.0,0.0,25.833333333333336,37.92864138110696,0.0,0.0,0.0,0.0,31362573.099415205,2046783.6257309942,25.42857142857143,39.92850753892153,101.0,2.0,70.0,14.8,26.39507529824456,62.0,2.0,2.0,2.0,0.0,2.0,2.0,1,0,0,0,160,40,2035087.7192982456,11695.906432748538,0.0,62.0,27.555555555555554,31.56757345204546,507.19444444444457,0,0,1,0,0,2,0,0,0.0,38.75,25.833333333333336,0.0,0,8,0
13:05:22,83426617,122,169,21518.0,104320.0,2354.0,0.0,176.37704918032787,411.515608851488,2860.0,0.0,617.278106508876,893.6735845753873,1508.3675273564072,3.488095412043377,287677.9896551725,2587858.6925144014,29814347.0,0.0,83360469.0,688929.4958677685,3990872.945121069,29881433.0,0.0,83400033.0,496428.76785714296,3393442.5424378137,29840871.0,1.0,1,0,0,0,2464,3380,1.462363024980385,2.0257323870629924,0.0,2860.0,431.1095890410959,761.1404503768216,579334.7851998308,0,0,1,0,0,1,0,0,1.0,432.5910652920962,176.37704918032787,617.2781065088757,0,122,0
13:05:26,8998438,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667823904548767,1799687.6,2683220.02458656,6000411.0,2.0,8998438.0,1799687.6,2683220.02458656,6000411.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,184,0,0.6667823904548767,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,6,0
13:05:27,32752,7,5,154.0,0.0,46.0,0.0,30.8,18.780308836651223,0.0,0.0,0.0,0.0,672489.0829694322,36957.812024830695,10931.583333333332,18905.241736711618,32738.0,6.0,229.0,57.24999999999999,109.83434496246304,222.0,2.0,7.0,5.0,1.4142135623730951,6.0,4.0,1,0,0,0,140,100,26864.998857736064,10092.813167094639,0.0,46.0,33.333333333333336,17.90716802475106,320.6666666666667,0,0,1,0,0,3,2,0,5.0,40.0,30.8,0.0,0,7,0
