Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Bwd Avg Bulk Rate,Subflow Fwd Packets,Label
13:30:30,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0,4,0
13:30:32,113380453,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.4586328515,2223147.11764706,4049699.661400349,9826945.0,1.0,113380453.0,2223147.11764706,4049699.661400349,9826945.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,0,2000000.4586328515,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,54,0
13:30:34,35533900,11,8,70.0,0.0,31.0,0.0,6.363636363636362,12.18419244162474,0.0,0.0,0.0,0.0,1.969949822563805,0.5347006661244614,1974105.555555556,3906819.802689564,10019218.0,0.0,35533900.0,3553390.0,4776903.298199484,10047556.0,0.0,30111310.0,4301615.714285715,5365059.055117403,10047638.0,0.0,0,0,0,0,220,160,0.3095635435457408,0.2251371225787206,0.0,31.0,3.5500000000000003,9.400307945683704,88.36578947368422,0,0,0,0,0,1,0,0,0.0,3.736842105263158,6.363636363636362,0.0,0,11,0
13:30:36,114375872,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409810069032741,3009891.368421052,4492825.705049025,9999122.0,1.0,114375872.0,3009891.368421052,4492825.705049025,9999122.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3409810069032741,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,39,0
13:30:37,246084,32,24,1422.0,13308.0,577.0,89.0,220.16666666666669,225.00904508712426,5085.0,293.0,2148.833333333333,2494.1560255236363,236291.04308313402,1081.2228520509873,28027.344129554658,56736.05866792603,129539.0,3.0,202522.0,24502.051948051947,41663.79887699093,88638.0,7.0,117980.0,20277.02857142857,39377.94352360773,87148.0,3.0,0,0,0,0,712,552,598.2489238463787,482.97392820460857,89.0,5085.0,969.6285714285715,1848.6554642261735,1016627.3142857143,0,0,0,0,3,0,0,0,2.0,1062.2785714285715,220.16666666666666,2148.833333333333,0,32,0
13:30:38,93339475,13,13,530.0,12754.0,265.0,35.0,76.81818181818181,93.0395810199274,3048.0,128.0,1264.1818181818182,1136.135627307041,15835.32817775407,192.83048376704951,4450670.904761905,20366078.480854794,93297039.0,2.0,93318707.0,9331871.599999998,29495057.43420585,93276273.0,2.0,21600.0,2160.9,6614.124002634228,20979.0,2.0,0,0,0,0,284,284,96.41524188352476,96.41524188352476,35.0,3048.0,635.591304347826,1002.3347187166185,907750.0399209488,0,0,0,0,1,0,0,0,2.0,679.25,76.81818181818181,1264.1818181818182,0,13,0
13:30:39,20827,2,2,70.0,256.0,35.0,35.0,35.0,0.0,128.0,128.0,128.0,0.0,15652.758438565324,192.05838574926776,6942.333333333334,12022.742005604769,20825.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.02919287463388,96.02919287463388,35.0,128.0,72.2,50.93819784798045,2594.7,0,0,0,0,0,0,0,0,1.0,90.25,35.0,128.0,0,2,0
13:30:41,20828,2,2,86.0,196.0,43.0,43.0,43.0,0.0,98.0,98.0,98.0,0.0,13539.466103322453,192.04916458613403,6942.666666666666,12023.319355873957,20826.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.02458229306706,96.02458229306706,43.0,98.0,65.0,30.124740662784134,907.5,0,0,0,0,0,0,0,0,1.0,81.25,43.0,98.0,0,2,0
13:30:44,96832730,54,70,6450.0,3872.0,910.0,0.0,119.44444444444444,233.30461638201083,118.0,0.0,55.31428571428571,42.13145159201756,106.59618911911294,1.2805587532232128,787257.9674796747,4653420.151976929,39412086.0,0.0,96832730.0,1827032.6415094344,7006019.042254757,39434723.0,0.0,83683372.0,1212802.492753623,6005087.294857206,39453104.0,0.0,1,0,0,0,1080,1400,0.5576626828552701,0.7228960703679428,0.0,910.0,82.94399999999997,158.98038548117168,25274.762967741943,0,0,1,0,0,1,0,0,1.0,83.61290322580646,119.44444444444444,55.31428571428572,0,54,0
13:30:46,551576,11,5,154.0,0.0,46.0,0.0,30.8,18.780308836651223,0.0,0.0,0.0,0.0,490445.8598726115,33573.23283456523,183861.0,318412.3886669166,551517.0,2.0,510575.0,170165.5,294721.40818069124,510519.0,0.0,3.0,2.0,0.0,2.0,2.0,1,0,0,0,220,100,21803.851016070916,11769.381818494312,0.0,46.0,33.333333333333336,17.90716802475106,320.6666666666667,0,0,1,0,0,4,3,0,5.0,40.0,30.8,0.0,0,11,0
13:30:48,109716,8,8,338.0,630.0,169.0,169.0,169.0,0.0,315.0,315.0,315.0,0.0,41084.90092597273,660.6685067369909,36572.0,63337.633931178716,109708.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,160,160,330.3342533684954,330.3342533684954,169.0,315.0,227.39999999999998,79.96749339575425,2108.3999999999996,0,0,0,0,0,0,0,0,4.0,284.25,169.0,315.0,0,8,0
13:30:52,116578570,16,8,368.0,368.0,92.0,0.0,46.0,49.1760685118861,92.0,92.0,92.0,0.0,12.626679476735692,0.4117395481544247,10598051.818181818,34824533.42208507,115596768.0,2.0,116578570.0,16654081.42857143,43630242.9733835,115596768.0,2.0,116111370.0,38703790.0,67036927.26137463,116111366.0,2.0,2,0,0,0,320,160,0.27449303210294984,0.1372465160514748,0.0,92.0,63.6923076923077,44.195370450204045,976.6153846153846,0,0,2,0,0,2,0,0,0.0,69.0,46.0,92.0,0,16,0
13:30:56,58001002,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689643258231987,19333667.333333336,33486892.38591721,58001000.0,1.0,58001002.0,19333667.333333336,33486892.38591721,58001000.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0689643258231987,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0
13:30:58,220133959,144,174,20948.0,103030.0,2400.0,0.0,245.3238095238096,486.2718065890779,3386.0,46.0,838.0666666666665,1022.002696870243,1499.415998547562,4043482.0978064123,7619244.767541557,30139029.754027154,171302926.0,48.0,220133959.0,11212738.093227424,37834823.579548925,171420222.0,48.0,154608911.0,4179215.7798018544,18190954.08021325,116946935.0,1.0,3,0,0,0,2880,3480,4043479.9838621174,2.1139442949569283,0.0,3386.0,574.769448138298,893.2003835202338,582327.2518576678,0,0,3,0,0,6,2,0,1.0,581.1043168255444,245.3238095238095,838.0666666666667,0,144,0
13:31:08,1449173,34,46,2788.0,7552.0,410.0,32.0,117.125,89.79681365135114,2835.0,102.0,268.99999999999994,487.4436401529734,19978.53870352512,246.15257975086837,25956.22666666667,68354.37243122379,454363.0,1.0,1375037.0,44357.0,96040.5723684874,486639.0,1.0,1375680.0,31993.534883720928,71897.36773224827,433635.0,1.0,0,0,0,0,704,944,118.87590932095591,127.2766704299124,32.0,2835.0,190.80519480519482,411.94940340839116,141053.5536568694,0,0,0,0,1,0,0,0,2.0,207.5263157894737,117.125,269.0,0,34,0
